resource,category,figures,year,quarter,date_published,date_processed,filename
transfers,other,154.71,2018,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,15651.07,2018,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-6.65,2018,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,15657.73,2018,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,15657.73,2018,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,15657.73,2018,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2018,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2018,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,13880.29,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,12928.6,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,848.43,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,103.25,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,12977.07,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,11349.54,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1627.54,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,11186.95,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,10860.25,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,326.7,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-564.6,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-395.7,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,14710.11,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-0.11,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,14710.22,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,14710.22,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,14710.22,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2019,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,13159.31,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,12264.69,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,823.77,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,70.85,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,13055.67,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,11533.44,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1522.23,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,12007.39,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,11462.9,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,544.49,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,4.79,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-281.65,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,13930.73,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,3.8,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,13926.94,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,13926.94,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,13926.94,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2019,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,12561.96,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,11755.37,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,706.37,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,100.22,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,12455.19,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,10888.67,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1566.51,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,11047.16,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,10368.97,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,678.19,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,635.76,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,287.18,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,14892.93,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-3.37,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,14896.3,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,14896.3,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,14896.3,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2019,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,13254.64,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,12395.44,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,765.7,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,93.49,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,13060.99,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,11841.71,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1219.27,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,10697.88,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,10150.53,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,547.36,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-166.82,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,226.32,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,15677.24,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-8.09,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,15685.33,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,15685.33,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,15685.33,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2019,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,13241.32,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,12305.01,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,817.92,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,118.39,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,11675.15,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,11180.48,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,494.67,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,10680.12,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,10030.98,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,649.14,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-49.61,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-129.68,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,14057.06,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-11.76,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,14068.82,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,14068.82,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,14068.82,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2020,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,13024.81,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,12062.68,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,885.86,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,76.27,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,7850.43,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,7345.38,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,505.05,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,9949.32,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,9462.24,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,487.08,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-422.12,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-273.47,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,10230.34,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,15.12,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,10215.22,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,10215.22,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,10215.22,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2020,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,11092.15,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,10288.63,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,735.05,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,68.46,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,9821.8,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,9072.45,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,749.35,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,9645.11,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,9408.09,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,237.02,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,608.22,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-233.35,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,11643.71,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,1.87,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,11641.84,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,11641.84,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,11641.84,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2020,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,12003.22,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,11001.75,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,888.35,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,113.12,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,10226.07,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,9366.94,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,859.13,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,9582.03,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,9386.53,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,195.5,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,25.76,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-363.04,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,12309.97,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-6.75,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,12316.73,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,12316.73,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,12316.73,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2020,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,11698.39,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,10831.66,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,781.19,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,85.53,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,7322.32,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,6589.99,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,732.34,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,9244.6,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,8938.88,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,305.72,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,136.73,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-106.97,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,9805.87,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-3.07,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,9808.94,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,9808.94,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,9808.94,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2021,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,8883.41,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,8367.86,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,440.47,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,75.08,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,10822.61,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,9804.33,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1018.29,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,7549.21,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,7007.27,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,541.94,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-142.91,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,288.73,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,12302.62,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-0.65,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,12303.27,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,12303.27,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,12303.27,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2021,2,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,10269.05,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,9531.72,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,668.89,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,68.45,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,11289.28,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,10364.03,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,925.24,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,8458.86,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,8095.42,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,363.44,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,312.58,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,-129.43,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,13282.62,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,7.4,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,13275.23,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,13275.23,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,13275.23,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2021,3,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,10311.62,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,9507.28,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,734.65,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,69.69,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,12297.17,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,11302.46,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,994.71,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,9228.82,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,8643.65,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,585.18,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,-158.78,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,194.62,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,13415.8,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,6.63,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,13409.17,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,13409.17,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,13409.17,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
energy industry use,other,0.0,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
oil & gas extraction,other,0.0,2021,4,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
indigenous production,production,10435.31,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil,production,9618.28,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
ngls,production,743.35,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,production,73.69,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
imports,import,11891.97,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,import,10852.16,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,import,1039.81,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
exports,export,8627.96,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
crude oil & ngls,export,8147.79,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
feedstocks,export,480.17,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
stock change,other,2.41,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transfers,other,107.86,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total supply,other,13809.59,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
statistical difference,other,-14.67,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
total demand,other,13824.26,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
transformation,other,13824.26,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
petroleum refineries,other,13824.26,2022,1,2024-07-30,2024-09-25 05:46:39,ET_3.1_JUL_24.xlsx
